Amersham                      ;High Street Kensington        ;2
Amersham                      ;Highbury & Islington          ;11
Amersham                      ;Holborn                       ;45
Amersham                      ;Hyde Park Corner              ;2
Amersham                      ;Ickenham                      ;7
Amersham                      ;Kentish Town                  ;30
Amersham                      ;Kilburn Park                  ;1
Amersham                      ;King's Cross St. Pancras      ;26
Amersham                      ;Knightsbridge                 ;35
Amersham                      ;Lambeth North                 ;19
Amersham                      ;Lancaster Gate                ;7
Amersham                      ;Leicester Square              ;0
Amersham                      ;Leyton                        ;26
Amersham                      ;Liverpool Street              ;61
Amersham                      ;London Bridge                 ;91
Amersham                      ;Mansion House                 ;18
Amersham                      ;Marble Arch                   ;17
Amersham                      ;Marylebone                    ;65
Amersham                      ;Moor Park                     ;14
Amersham                      ;Moorgate                      ;25
Amersham                      ;North Greenwich               ;2
Amersham                      ;North Harrow                  ;17
Amersham                      ;Northwick Park                ;15
Amersham                      ;Northwood Hills               ;21
Amersham                      ;Notting Hill Gate             ;15
Amersham                      ;Osterley                      ;6
Amersham                      ;Oval                          ;39
Amersham                      ;Oxford Circus                 ;125
Amersham                      ;Paddington                    ;50
Amersham                      ;Piccadilly Circus             ;104
Amersham                      ;Pimlico                       ;13
Amersham                      ;Pinner                        ;29
Amersham                      ;Queen's Park                  ;21
Amersham                      ;Queensbury                    ;13
Amersham                      ;Rayners Lane                  ;8
Amersham                      ;Richmond                      ;2
Amersham                      ;Rickmansworth                 ;96
Amersham                      ;Ruislip Manor                 ;19
Amersham                      ;Russell Square                ;5
Amersham                      ;Shepherd's Bush Market        ;3
Amersham                      ;Sloane Square                 ;41
Amersham                      ;South Kensington              ;105
Amersham                      ;South Wimbledon               ;3
Amersham                      ;Southwark                     ;29
Amersham                      ;St. James's Park              ;52
Amersham                      ;St. John's Wood               ;24
Amersham                      ;St. Paul's                    ;27
Amersham                      ;Swiss Cottage                 ;2
Amersham                      ;Temple                        ;25
Amersham                      ;Tottenham Court Road          ;13
Amersham                      ;Tower Hill                    ;23
Amersham                      ;Uxbridge                      ;15
Amersham                      ;Vauxhall                      ;32
Amersham                      ;Victoria                      ;121
Amersham                      ;Waterloo                      ;69
Amersham                      ;Watford                       ;13
Amersham                      ;Wembley Park                  ;3
Amersham                      ;West Brompton                 ;8
Amersham                      ;West Hampstead                ;4
Amersham                      ;Westminster                   ;55
Angel                         ;Acton Town                    ;14
Angel                         ;Aldgate                       ;68
Angel                         ;Aldgate East                  ;89
Angel                         ;Alperton                      ;36
Angel                         ;Amersham                      ;38
Angel                         ;Archway                       ;303
Angel                         ;Arnos Grove                   ;15
Angel                         ;Arsenal                       ;5
Angel                         ;Baker Street                  ;228
Angel                         ;Balham                        ;338
Angel                         ;Bank / Monument               ;1639
Angel                         ;Barbican                      ;11
Angel                         ;Barking                       ;159
Angel                         ;Barons Court                  ;74
Angel                         ;Becontree                     ;15
Angel                         ;Belsize Park                  ;197
Angel                         ;Bethnal Green                 ;182
Angel                         ;Blackfriars                   ;18
Angel                         ;Blackhorse Road               ;172
Angel                         ;Bond Street                   ;141
Angel                         ;Borough                       ;206
Angel                         ;Boston Manor                  ;15
Angel                         ;Bounds Green                  ;35
Angel                         ;Bow Road                      ;32
Angel                         ;Brent Cross                   ;121
Angel                         ;Brixton                       ;310
Angel                         ;Buckhurst Hill                ;5
Angel                         ;Burnt Oak                     ;156
Angel                         ;Caledonian Road               ;23
Angel                         ;Camden Town                   ;585
Angel                         ;Canada Water                  ;211
Angel                         ;Canary Wharf                  ;158
Angel                         ;Canning Town                  ;153
Angel                         ;Cannon Street                 ;59
Angel                         ;Chalk Farm                    ;65
Angel                         ;Charing Cross                 ;48
Angel                         ;Chiswick Park                 ;25
Angel                         ;Chorleywood                   ;132
Angel                         ;Clapham Common                ;148
Angel                         ;Clapham North                 ;114
Angel                         ;Clapham South                 ;65
Angel                         ;Colindale                     ;148
Angel                         ;Colliers Wood                 ;85
Angel                         ;Covent Garden                 ;259
Angel                         ;Dagenham East                 ;24
Angel                         ;Dagenham Heathway             ;0
Angel                         ;Debden                        ;65
Angel                         ;Dollis Hill                   ;10
Angel                         ;Ealing Broadway               ;67
Angel                         ;Ealing Common                 ;14
Angel                         ;Earl's Court                  ;156
Angel                         ;East Acton                    ;26
Angel                         ;East Finchley                 ;224
Angel                         ;East Ham                      ;61
Angel                         ;East Putney                   ;24
Angel                         ;Eastcote                      ;1
Angel                         ;Edgware                       ;101
Angel                         ;Edgware Road (Bak)            ;2
Angel                         ;Edgware Road (Cir)            ;99
Angel                         ;Elephant & Castle             ;576
Angel                         ;Elm Park                      ;35
Angel                         ;Embankment                    ;63
Angel                         ;Epping                        ;4
Angel                         ;Euston                        ;849
Angel                         ;Fairlop                       ;3
Angel                         ;Farringdon                    ;8
Angel                         ;Finchley Central              ;135
Angel                         ;Finchley Road                 ;68
Angel                         ;Finsbury Park                 ;74
Angel                         ;Fulham Broadway               ;29
Angel                         ;Gants Hill                    ;88
Angel                         ;Gloucester Road               ;93
Angel                         ;Golders Green                 ;180
Angel                         ;Goldhawk Road                 ;14
Angel                         ;Goodge Street                 ;142
Angel                         ;Great Portland Street         ;95
Angel                         ;Green Park                    ;204
Angel                         ;Greenford                     ;17
Angel                         ;Gunnersbury                   ;52
Angel                         ;Hainault                      ;9
Angel                         ;Hammersmith (Dis)             ;198
Angel                         ;Hampstead                     ;184
Angel                         ;Hanger Lane                   ;0
Angel                         ;Harrow & Wealdstone           ;23
Angel                         ;Harrow-on-the-Hill            ;35
Angel                         ;Hatton Cross                  ;4
Angel                         ;Heathrow Terminals 123        ;15
Angel                         ;Hendon Central                ;348
Angel                         ;High Barnet                   ;106
Angel                         ;High Street Kensington        ;46
Angel                         ;Highbury & Islington          ;166
Angel                         ;Highgate                      ;243
Angel                         ;Hillingdon                    ;16
Angel                         ;Holborn                       ;103
Angel                         ;Holland Park                  ;5
Angel                         ;Holloway Road                 ;63
Angel                         ;Hornchurch                    ;9
Angel                         ;Hounslow Central              ;86
Angel                         ;Hounslow East                 ;47
Angel                         ;Hounslow West                 ;82
Angel                         ;Hyde Park Corner              ;54
Angel                         ;Ickenham                      ;2
Angel                         ;Kennington                    ;139
Angel                         ;Kensal Green                  ;17
Angel                         ;Kensington (Olympia)          ;16
Angel                         ;Kentish Town                  ;379
Angel                         ;Kenton                        ;11
Angel                         ;Kew Gardens                   ;48
Angel                         ;Kilburn                       ;13
Angel                         ;Kilburn Park                  ;2
Angel                         ;King's Cross St. Pancras      ;635
